OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,newdate
4497301,1662508800000,02,120524122,13B,Simple assault,10,10H40,"Bar, Nightclub",2449 SAN JACINTO,2400-2499,SAN JACINTO,ST,,77002,TXHPD0000,D,MIDTOWN,76X6PJWH+28,2022-09-06
4497307,1662336000000,01,119423322,13B,Simple assault,20,20G20,"Residence, Home (Includes Apartment)",10549 VALLEY FORGE,10500-10599,VALLEY FORGE,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6QC2Q+37,2022-09-04
4497308,1662681600000,18,121698722,13C,Intimidation,20,20G20,"Residence, Home (Includes Apartment)",10549 VALLEY FORGE,10500-10599,VALLEY FORGE,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6QC2Q+37,2022-09-08
4497309,1662940800000,11,122909222,13B,Simple assault,20,20G20,"Residence, Home (Includes Apartment)",10549 VALLEY FORGE,10500-10599,VALLEY FORGE,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6QC2Q+37,2022-09-11
4497318,1662595200000,01,120857622,13B,Simple assault,11,11H10,"Residence, Home (Includes Apartment)",1049 WAYSIDE,1000-1099,WAYSIDE,DR,S,77023,TXHPD0000,I,MAGNOLIA PARK,76X6PMVW+9G,2022-09-07
4497349,1662854400000,02,122357722,13B,Simple assault,11,11H10,"Residence, Home (Includes Apartment)",6649 AVENUE J,6600-6699,AVENUE J,,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMVV+J8,2022-09-10
4497356,1662076800000,04,118059722,13A,Aggravated Assault,20,20G80,"Residence, Home (Includes Apartment)",1749 CRESCENT PLAZA,1700-1799,CRESCENT PLAZA,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q93G+2C,2022-09-01
4497357,1662076800000,04,118059722,13B,Simple assault,20,20G80,"Residence, Home (Includes Apartment)",1749 CRESCENT PLAZA,1700-1799,CRESCENT PLAZA,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q93G+2C,2022-09-01
4497358,1662249600000,11,119133722,13B,Simple assault,20,20G80,"Residence, Home (Includes Apartment)",1749 CRESCENT PLAZA,1700-1799,CRESCENT PLAZA,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q93G+2C,2022-09-03
4497359,1662249600000,11,119135922,13C,Intimidation,20,20G80,"Residence, Home (Includes Apartment)",1749 CRESCENT PLAZA,1700-1799,CRESCENT PLAZA,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q93G+2C,2022-09-03
4497378,1662768000000,03,121897322,13B,Simple assault,01,01A50,"Residence, Home (Includes Apartment)",1849 POST OAK PARK,1800-1899,POST OAK PARK,DR,,77027,TXHPD0000,G,AFTON OAKS / RIVER OAKS AREA,76X6PGXW+8F,2022-09-09
4497384,1662854400000,02,122349022,13B,Simple assault,01,01A20,"Bar, Nightclub",849 PACIFIC,800-899,PACIFIC,,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJW6+M2,2022-09-10
4497385,1663200000000,01,124263422,11A,Forcible rape,01,01A20,"Bar, Nightclub",849 PACIFIC,800-899,PACIFIC,,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJW6+M2,2022-09-14
4497388,1662076800000,00,118018022,13B,Simple assault,01,01A20,"Bar, Nightclub",749 PACIFIC,700-799,PACIFIC,,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJW6+M8,2022-09-01
4497407,1663113600000,15,124042722,13A,Aggravated Assault,18,18F40,"Service, Gas Station",1649 VOSS,1600-1699,VOSS,RD,S,77057,TXHPD0000,G,GREATER UPTOWN,76X6PFXX+XH,2022-09-13
4497408,1663200000000,06,124335622,11A,Forcible rape,18,18F40,Convenience Store,1649 VOSS,1600-1699,VOSS,RD,S,77057,TXHPD0000,G,GREATER UPTOWN,76X6PFXX+XH,2022-09-14
4497421,1662768000000,21,122497622,13A,Aggravated Assault,01,01A30,"Residence, Home (Includes Apartment)",2049 MORSE,2000-2099,MORSE,ST,,77019,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PHXV+2R,2022-09-09
4497434,1662508800000,22,120831722,13B,Simple assault,01,01A50,"Residence, Home (Includes Apartment)",49 BRIAR DALE,0-99,BRIAR DALE,CT,,77027,TXHPD0000,G,AFTON OAKS / RIVER OAKS AREA,76X6PHX2+G9,2022-09-06
4497456,1662163200000,00,118515222,13C,Intimidation,01,01A20,"Bar, Nightclub",649 HYDE PARK,600-699,HYDE PARK,BLVD,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJW6+XJ,2022-09-02
4497466,1663200000000,15,124552322,13A,Aggravated Assault,10,10H40,"Bar, Nightclub",1049 HADLEY,1000-1099,HADLEY,ST,,77002,TXHPD0000,D,MIDTOWN,76X6PJWH+R4,2022-09-14
4497467,1663027200000,01,123246122,13C,Intimidation,01,01A30,"Bar, Nightclub",2049 WELCH,2000-2099,WELCH,ST,,77019,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PHXQ+6X,2022-09-12
4497471,1662336000000,18,119698622,13C,Intimidation,18,18F30,"Residence, Home (Includes Apartment)",5749 SAN FELIPE,5700-5799,SAN FELIPE,ST,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGXC+X6,2022-09-04
4497496,1662163200000,21,118892122,13C,Intimidation,01,01A10,"Drug Store, Doctors Office, Hospital",1549 ST JOSEPH,1500-1599,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6PJWM+XR,2022-09-02
4497498,1663113600000,20,124168722,13A,Aggravated Assault,01,01A10,"Other, Unknown",1549 ST JOSEPH,1500-1599,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6PJWM+XR,2022-09-13
4497499,1662163200000,03,118580122,11D,Forcible fondling,01,01A10,"Highway, Road, Street, Alley",1549 ST JOSEPH,1500-1599,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6PJWM+XR,2022-09-02
4497517,1662681600000,13,121571822,13C,Intimidation,01,01A20,"Commercial, Office Building",2449 LOUISIANA,2400-2499,LOUISIANA,ST,,77006,TXHPD0000,C,MIDTOWN,76X6PJXF+4J,2022-09-08
4497532,1662422400000,12,121645522,13C,Intimidation,20,20G80,"Residence, Home (Includes Apartment)",13249 BRIAR FOREST,13200-13299,BRIAR FOREST,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q93H+P3,2022-09-05
4497538,1662854400000,00,122318522,13A,Aggravated Assault,10,10H40,"Highway, Road, Street, Alley",2149 FANNIN,2100-2199,FANNIN,ST,,77002,TXHPD0000,D,MIDTOWN,76X6PJXH+4M,2022-09-10
4497552,1662422400000,02,119837222,13B,Simple assault,01,01A20,"Highway, Road, Street, Alley",2349 CROCKER,2300-2399,CROCKER,ST,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJX6+95,2022-09-05
4497553,1662854400000,22,122696022,13B,Simple assault,01,01A20,"Bar, Nightclub",2349 CROCKER,2300-2399,CROCKER,ST,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJX6+95,2022-09-10
4497557,1662940800000,13,124543422,13C,Intimidation,10,10H10,"Residence, Home (Includes Apartment)",249 ESTELLE,200-299,ESTELLE,ST,,77003,TXHPD0000,H,SECOND WARD,76X6PMW8+QQ,2022-09-11
4497568,1662336000000,19,120051922,13C,Intimidation,18,18F40,"Residence, Home (Includes Apartment)",1449 WOOD HOLLOW,1400-1499,WOOD HOLLOW,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6QG22+HF,2022-09-04
4497576,1662163200000,14,118759522,13B,Simple assault,01,01A10,"Drug Store, Doctors Office, Hospital",1449 ST JOSEPH,1400-1499,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6PJXM+5F,2022-09-02
4497577,1662163200000,16,118805522,13B,Simple assault,01,01A10,"Drug Store, Doctors Office, Hospital",1449 ST JOSEPH,1400-1499,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6PJXM+5F,2022-09-02
4497578,1662681600000,08,121435822,13B,Simple assault,01,01A10,"Drug Store, Doctors Office, Hospital",1449 ST JOSEPH,1400-1499,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6PJXM+5F,2022-09-08
4497579,1662595200000,13,121084822,13C,Intimidation,20,20G40,"Residence, Home (Includes Apartment)",12849 BRIAR FOREST,12800-12899,BRIAR FOREST,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q93P+QM,2022-09-07
4497605,1662076800000,06,118406522,13A,Aggravated Assault,10,10H10,"Highway, Road, Street, Alley",449 HUTCHESON,400-499,HUTCHESON,,,77003,TXHPD0000,H,SECOND WARD,76X6PMX6+36,2022-09-01
4497606,1662422400000,11,120571322,13A,Aggravated Assault,10,10H10,"Highway, Road, Street, Alley",449 HUTCHESON,400-499,HUTCHESON,ST,N,77003,TXHPD0000,H,SECOND WARD,76X6PMX6+36,2022-09-05
4497615,1662163200000,00,118524022,13B,Simple assault,01,01A20,"Bar, Nightclub",2449 BRAZOS,2400-2499,BRAZOS,ST,,77006,TXHPD0000,C,MIDTOWN,76X6PJXC+GX,2022-09-02
4497618,1662854400000,02,122498222,13B,Simple assault,01,01A20,"Bar, Nightclub",2449 BRAZOS,2400-2499,BRAZOS,ST,,77006,TXHPD0000,C,MIDTOWN,76X6PJXC+GX,2022-09-10
4497627,1662336000000,18,121586822,13A,Aggravated Assault,20,20G80,"Residence, Home (Includes Apartment)",14649 BRIAR FOREST,14600-14699,BRIAR FOREST,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q944+8J,2022-09-04
4497640,1662768000000,05,121918422,13A,Aggravated Assault,20,20G80,"Residence, Home (Includes Apartment)",14549 BRIAR FOREST,14500-14599,BRIAR FOREST,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q944+8V,2022-09-09
4497643,1662940800000,11,122913622,13C,Intimidation,20,20G80,"Residence, Home (Includes Apartment)",14549 BRIAR FOREST,14500-14599,BRIAR FOREST,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q944+8V,2022-09-11
4497652,1662076800000,15,118315122,13B,Simple assault,10,10H40,"Department, Discount Store",2149 TRAVIS,2100-2199,TRAVIS,ST,,77002,TXHPD0000,C,MIDTOWN,76X6PJXG+GX,2022-09-01
4497653,1662163200000,22,118919322,13B,Simple assault,10,10H40,"Highway, Road, Street, Alley",2149 TRAVIS,2100-2199,TRAVIS,ST,,77002,TXHPD0000,C,MIDTOWN,76X6PJXG+GX,2022-09-02
4497658,1662768000000,18,122156722,13C,Intimidation,11,11H10,"Residence, Home (Includes Apartment)",6949 AVENUE Q,6900-6999,AVENUE Q,,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PPW2+QF,2022-09-09
4497665,1662422400000,01,119824622,13A,Aggravated Assault,10,10H10,"Church, Synagogue, Temple",449 YORK,400-499,YORK,ST,,77003,TXHPD0000,H,SECOND WARD,76X6PMX5+7W,2022-09-05
4497679,1662595200000,17,121214222,13B,Simple assault,20,20G80,"Residence, Home (Includes Apartment)",13449 BRIAR FOREST,13400-13499,BRIAR FOREST,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q94C+8H,2022-09-07
4497682,1662163200000,23,118947122,13B,Simple assault,01,01A20,"Bar, Nightclub",2449 BAGBY,2400-2499,BAGBY,ST,,77006,TXHPD0000,C,MIDTOWN,76X6PJXC+PJ,2022-09-02
4497689,1662249600000,01,118981822,13B,Simple assault,01,01A20,"Highway, Road, Street, Alley",449 MCILHENNY,400-499,MCILHENNY,ST,,77006,TXHPD0000,C,MIDTOWN,76X6PJXC+QV,2022-09-03
4497692,1663113600000,08,124332922,13A,Aggravated Assault,20,20G40,"Residence, Home (Includes Apartment)",12249 CARRIAGE HILL,12200-12299,CARRIAGE HILL,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6QC43+3G,2022-09-13
4497729,1662854400000,01,122325222,13B,Simple assault,01,01A20,"Highway, Road, Street, Alley",2349 BAGBY,2300-2399,BAGBY,ST,,77006,TXHPD0000,C,MIDTOWN,76X6PJXC+XR,2022-09-10
4497738,1662336000000,13,120073222,13C,Intimidation,01,01A40,"Residence, Home (Includes Apartment)",3549 INWOOD,3500-3599,INWOOD,DR,,77019,TXHPD0000,G,AFTON OAKS / RIVER OAKS AREA,76X6QH28+PG,2022-09-04
4497746,1662422400000,11,120616422,13A,Aggravated Assault,01,01A20,"Highway, Road, Street, Alley",549 WEBSTER,500-599,WEBSTER,ST,,77002,TXHPD0000,C,MIDTOWN,76X6QJ2F+5M,2022-09-05
4497757,1662163200000,02,118551822,13B,Simple assault,01,01A20,"Highway, Road, Street, Alley",2249 BAGBY,2200-2299,BAGBY,ST,,77002,TXHPD0000,C,MIDTOWN,76X6QJ2F+72,2022-09-02
4497759,1662854400000,23,122714322,13C,Intimidation,01,01A10,"Other, Unknown",949 ST JOSEPH,900-999,ST JOSEPH,PKWY,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ2H+6P,2022-09-10
4497788,1662422400000,12,120044222,13B,Simple assault,18,18F20,"Residence, Home (Includes Apartment)",1149 POST OAK,1100-1199,POST OAK,BLVD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6QG3R+7G,2022-09-05
4497806,1663113600000,08,124452022,13C,Intimidation,01,01A20,Speciality Store,549 GRAY,500-599,GRAY,ST,W,77019,TXHPD0000,C,MIDTOWN,76X6QJ2F+FV,2022-09-13
4497813,1663027200000,11,123416722,13C,Intimidation,20,20G80,"Residence, Home (Includes Apartment)",14149 SCARBOROUGH FAIR,14100-14199,SCARBOROUGH FAIR,,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q957+6R,2022-09-12
4497816,1662681600000,02,121372422,13B,Simple assault,01,01A20,"Highway, Road, Street, Alley",349 WEBSTER,300-399,WEBSTER,ST,,77002,TXHPD0000,C,MIDTOWN,76X6QJ2C+HX,2022-09-08
4497843,1662595200000,10,121008822,13B,Simple assault,10,10H10,"Residence, Home (Includes Apartment)",349 PALMER,300-399,PALMER,ST,N,77003,TXHPD0000,H,SECOND WARD,76X6QM24+9V,2022-09-07
4497849,1662076800000,19,118413122,13B,Simple assault,01,01A10,Park/Playground,1449 CLAY,1400-1499,CLAY,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ2P+MM,2022-09-01
4497860,1662940800000,03,123040222,13B,Simple assault,20,20G40,"Highway, Road, Street, Alley",12749 BRIAR PATCH,12700-12799,BRIAR PATCH,RD,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q95Q+8M,2022-09-11
4497869,1662336000000,04,119469122,13A,Aggravated Assault,01,01A20,"Parking Lot, Garage",2049 BAGBY,2000-2099,BAGBY,ST,,77002,TXHPD0000,C,MIDTOWN,76X6QJ2F+VG,2022-09-04
4497892,1662163200000,04,118597822,13B,Simple assault,01,01A10,"Hotel, Motel, ETC",1349 CLAY,1300-1399,CLAY,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ2P+V8,2022-09-02
4497895,1662422400000,21,120271222,13B,Simple assault,20,20G40,"Residence, Home (Includes Apartment)",12649 BRIAR PATCH,12600-12699,BRIAR PATCH,RD,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q95R+CC,2022-09-05
4497902,1663113600000,03,123766022,13C,Intimidation,01,01A10,"Hotel, Motel, ETC",1649 LAMAR,1600-1699,LAMAR,,,77010,TXHPD0000,I,DOWNTOWN,76X6QJ2Q+VQ,2022-09-13
4497909,1662768000000,02,121889622,13B,Simple assault,01,01A20,Restaurant,249 GRAY,200-299,GRAY,ST,,77002,TXHPD0000,C,MIDTOWN,76X6QJ3C+3V,2022-09-09
4497917,1662422400000,18,120199822,13A,Aggravated Assault,01,01A50,"Residence, Home (Includes Apartment)",49 BRIAR HOLLOW,0-99,BRIAR HOLLOW,LN,E,77027,TXHPD0000,G,AFTON OAKS / RIVER OAKS AREA,76X6QG3X+W5,2022-09-05
4497919,1662768000000,16,122117422,13C,Intimidation,01,01A50,"Other, Unknown",49 BRIAR HOLLOW,0-99,BRIAR HOLLOW,LN,,,TXHPD0000,G,AFTON OAKS / RIVER OAKS AREA,76X6QG3X+W5,2022-09-09
4497946,1663200000000,17,124614022,13B,Simple assault,01,01A10,Restaurant,1049 AVENIDA DE LAS AMERICAS SUITE B,1000-1099,AVENIDA DE LAS AMERICAS SUITE B,,,77010,TXHPD0000,I,DOWNTOWN,76X6QJ3R+2H,2022-09-14
4497959,1662940800000,15,123076822,13C,Intimidation,18,18F20,"Commercial, Office Building",1149 UPTOWN PARK,1100-1199,UPTOWN PARK,BLVD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6QG4R+6W,2022-09-11
4497971,1662336000000,06,119483722,13B,Simple assault,11,11H10,"Hotel, Motel, ETC",2249 WAYSIDE,2200-2299,WAYSIDE,DR,S,77023,TXHPD0000,I,MAGNOLIA PARK,76X6QM2X+HV,2022-09-04
4497974,1662163200000,20,118880522,13B,Simple assault,11,11H10,"Hotel, Motel, ETC",2249 WAYSIDE,2200-2299,WAYSIDE,DR,S,77023,TXHPD0000,I,MAGNOLIA PARK,76X6QM2X+HV,2022-09-02
4498017,1662595200000,01,120858922,13A,Aggravated Assault,01,01A20,"Parking Lot, Garage",1349 MONTROSE,1300-1399,MONTROSE,BLVD,,77019,TXHPD0000,C,NEARTOWN - MONTROSE,76X6QJ45+25,2022-09-07
4498026,1662163200000,22,119980822,11D,Forcible fondling,01,01A10,"Commercial, Office Building",1249 FANNIN,1200-1299,FANNIN,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ3M+RR,2022-09-02
4498027,1662768000000,18,122432022,13C,Intimidation,20,20G80,"Parking Lot, Garage",1449 FOREST HOME,1400-1499,FOREST HOME,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6Q967+M4,2022-09-09
4498056,1662595200000,13,121323222,13B,Simple assault,20,20G20,"Residence, Home (Includes Apartment)",249 WILCREST,200-299,WILCREST,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6QC6F+CG,2022-09-07
4498067,1662940800000,17,123086622,13A,Aggravated Assault,01,01A10,"Highway, Road, Street, Alley",1249 TRAVIS,1200-1299,TRAVIS,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4M+64,2022-09-11
4498073,1663027200000,19,123651822,13B,Simple assault,10,10H10,"Highway, Road, Street, Alley",49 DELANO,0-99,DELANO,ST,N,77003,TXHPD0000,H,SECOND WARD,76X6QM44+2J,2022-09-12
4498086,1662854400000,00,122314722,13B,Simple assault,01,01A10,"Highway, Road, Street, Alley",1549 RUSK,1500-1599,RUSK,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4R+7C,2022-09-10
4498088,1662249600000,03,119022322,13B,Simple assault,01,01A10,"Hotel, Motel, ETC",749 CRAWFORD,700-799,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4R+7P,2022-09-03
4498096,1662163200000,00,118529522,13B,Simple assault,01,01A10,"Commercial, Office Building",1049 FANNIN,1000-1099,FANNIN,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4P+C7,2022-09-02
4498098,1662163200000,01,118544422,13B,Simple assault,01,01A20,"Residence, Home (Includes Apartment)",3549 DALLAS,3500-3599,DALLAS,ST,W,77019,TXHPD0000,C,NEARTOWN - MONTROSE,76X6QH4W+V4,2022-09-02
4498101,1662336000000,22,119779622,13A,Aggravated Assault,01,01A20,"Residence, Home (Includes Apartment)",3549 DALLAS,3500-3599,DALLAS,ST,W,77019,TXHPD0000,C,NEARTOWN - MONTROSE,76X6QH4W+V4,2022-09-04
4498140,1662595200000,08,120949622,13B,Simple assault,01,01A10,Restaurant,949 MCKINNEY,900-999,MCKINNEY,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4M+WV,2022-09-07
4498152,1662076800000,22,118489122,13B,Simple assault,01,01A10,Arena/Stadium/Fairgrounds/Coliseum,549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-01
4498154,1662076800000,23,118495722,13B,Simple assault,01,01A10,Arena/Stadium/Fairgrounds/Coliseum,549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-01
4498158,1662422400000,10,120605522,13C,Intimidation,01,01A10,"Other, Unknown",549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-05
4498159,1662508800000,23,120832522,13B,Simple assault,01,01A10,Arena/Stadium/Fairgrounds/Coliseum,549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-06
4498161,1662768000000,20,122207822,13B,Simple assault,01,01A10,Arena/Stadium/Fairgrounds/Coliseum,549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-09
4498168,1663200000000,08,124671222,13C,Intimidation,01,01A10,Cyberspace,549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-14
4498170,1662076800000,21,119594322,13B,Simple assault,01,01A10,Arena/Stadium/Fairgrounds/Coliseum,549 CRAWFORD,500-599,CRAWFORD,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4V+V6,2022-09-01
4498176,1662768000000,02,121879822,13A,Aggravated Assault,01,01A10,"Highway, Road, Street, Alley",349 HAMILTON,300-399,HAMILTON,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ4W+VP,2022-09-09
4498188,1662076800000,21,118471422,13C,Intimidation,01,01A10,"Parking Lot, Garage",349 CLAY,300-399,CLAY,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ5G+7W,2022-09-01
4498192,1662336000000,12,119579022,13A,Aggravated Assault,01,01A20,"Residence, Home (Includes Apartment)",1249 BLUEBONNET PLACE,1200-1299,BLUEBONNET PLACE,CIR,,77019,TXHPD0000,C,FOURTH WARD,76X6QJ59+9X,2022-09-04
4498193,1662508800000,15,120633122,13C,Intimidation,01,01A10,"Government, Public Building",1049 LOUISIANA,1000-1099,LOUISIANA,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ5J+6W,2022-09-06
4498205,1662336000000,15,119650322,13B,Simple assault,10,10H10,"Parking Lot, Garage",2349 CANAL,2300-2399,CANAL,ST,,77003,TXHPD0000,H,SECOND WARD,76X6QM53+5F,2022-09-04
4498228,1662595200000,18,121231922,13B,Simple assault,10,10H10,"Residence, Home (Includes Apartment)",2149 CANAL,2100-2199,CANAL,ST,,77003,TXHPD0000,H,SECOND WARD,76X6QM53+84,2022-09-07
4498232,1663200000000,18,124647922,13B,Simple assault,10,10H10,Park/Playground,3749 LEMKE,3700-3799,LEMKE,,,77003,TXHPD0000,H,SECOND WARD,76X6QM5C+62,2022-09-14
4498235,1662336000000,17,122910222,13A,Aggravated Assault,01,01A10,"Highway, Road, Street, Alley",149 HAMILTON,100-199,HAMILTON,ST,N,77002,TXHPD0000,I,DOWNTOWN,76X6QJ5X+F5,2022-09-04
4498243,1663027200000,01,123394022,13A,Aggravated Assault,09,09C20,"Residence, Home (Includes Apartment)",7949 BUCHANAN,7900-7999,BUCHANAN,,,77029,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QP47+RH,2022-09-12
4498249,1662249600000,23,119384322,13B,Simple assault,01,01A10,"Highway, Road, Street, Alley",949 CAPITOL,900-999,CAPITOL,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ5P+RH,2022-09-03
4498279,1662336000000,08,119578522,13C,Intimidation,10,10H10,"Residence, Home (Includes Apartment)",2149 RUNNELS,2100-2199,RUNNELS,,,77003,TXHPD0000,H,SECOND WARD,76X6QM62+6W,2022-09-04
4498289,1662422400000,16,120160122,13C,Intimidation,09,09C10,"Residence, Home (Includes Apartment)",1849 DEMAREE,1800-1899,DEMAREE,LN,,77029,TXHPD0000,B,PLEASANTVILLE AREA,76X6QP5C+HX,2022-09-05
4498294,1662076800000,15,118315322,13B,Simple assault,10,10H10,Convenience Store,2049 RUNNELS,2000-2099,RUNNELS,,,77003,TXHPD0000,H,SECOND WARD,76X6QM62+FG,2022-09-01
4498310,1662681600000,02,121370722,13C,Intimidation,01,01A10,"Highway, Road, Street, Alley",949 PRESTON,900-999,PRESTON,ST,,77002,TXHPD0000,I,DOWNTOWN,76X6QJ6Q+P8,2022-09-08
4498358,1662768000000,13,122041222,13B,Simple assault,09,09C10,"Residence, Home (Includes Apartment)",8749 OTHELLO,8700-8799,OTHELLO,,,77029,TXHPD0000,B,PLEASANTVILLE AREA,76X6QP6J+FX,2022-09-09
4498376,1663200000000,10,124417222,13C,Intimidation,02,02A40,"Highway, Road, Street, Alley",49 RIESNER,0-99,RIESNER,,,77002,TXHPD0000,H,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QJ8H+5J,2022-09-14
4498390,1663027200000,23,123709522,13C,Intimidation,20,20G50,"Residence, Home (Includes Apartment)",12849 TOSCA,12800-12899,TOSCA,LN,,77024,TXHPD0000,G,MEMORIAL,76X6QCCQ+9G,2022-09-12
4498411,1662163200000,15,118773522,13C,Intimidation,02,02A40,"Government, Public Building",1249 WASHINGTON,1200-1299,WASHINGTON,AVE,,77002,TXHPD0000,H,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QJ8H+QQ,2022-09-02
4498427,1663027200000,13,123678922,13C,Intimidation,02,02A40,"Highway, Road, Street, Alley",1849 WASHINGTON,1800-1899,WASHINGTON,AVE,,77007,TXHPD0000,H,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QJ9F+3C,2022-09-12
4498438,1663027200000,23,123713322,13A,Aggravated Assault,09,09C10,"Residence, Home (Includes Apartment)",1449 DEMAREE,1400-1499,DEMAREE,LN,,77029,TXHPD0000,B,PLEASANTVILLE AREA,76X6QP8C+4W,2022-09-12
4498439,1663027200000,23,123713322,13C,Intimidation,09,09C10,"Residence, Home (Includes Apartment)",1449 DEMAREE,1400-1499,DEMAREE,LN,,77029,TXHPD0000,B,PLEASANTVILLE AREA,76X6QP8C+4W,2022-09-12
4498445,1662163200000,19,118855022,13C,Intimidation,02,02A50,"Parking Lot, Garage",849 DURHAM,800-899,DURHAM,DR,,77007,TXHPD0000,C,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QH9Q+PP,2022-09-02
4498462,1662854400000,03,122433822,13A,Aggravated Assault,02,02A50,"Other, Unknown",3549 WASHINGTON,3500-3599,WASHINGTON,AVE,,77007,TXHPD0000,H,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QJ93+PM,2022-09-10
4498463,1662681600000,08,121449822,13B,Simple assault,07,07C10,"Residence, Home (Includes Apartment)",649 CAGE,600-699,CAGE,ST,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QM98+33,2022-09-08
4498467,1662681600000,18,121708122,13A,Aggravated Assault,09,09C40,"Residence, Home (Includes Apartment)",12649 POWELL,12600-12699,POWELL,LN,,77015,TXHPD0000,E,NORTHSHORE,76X6QQ7R+P2,2022-09-08
