OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,date
4552883,1662681600000,21,125538522,13B,Simple assault,09,09C40,"Highway, Road, Street, Alley",1249 UVALDE,1200-1299,UVALDE,RD,,77015,TXHPD0000,E,NORTHSHORE,76X6QRC7+MC,2022-09-08
4552886,1662768000000,01,121864022,13C,Intimidation,02,02A10,"Bar, Nightclub",749 HOGAN,700-799,HOGAN,,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJGQ+JR,2022-09-09
4552887,1663372800000,00,125309322,13B,Simple assault,02,02A10,"Bar, Nightclub",749 HOGAN,700-799,HOGAN,,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJGQ+JR,2022-09-16
4552900,1663027200000,20,123669522,13B,Simple assault,02,02A10,"Residence, Home (Includes Apartment)",1449 HARRINGTON,1400-1499,HARRINGTON,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJGW+JJ,2022-09-12
4552919,1662681600000,18,121718922,13B,Simple assault,02,02A60,Restaurant,2049 DURHAM,2000-2099,DURHAM,DR,N,77008,TXHPD0000,C,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QHHQ+8M,2022-09-08
4552921,1663459200000,01,125800622,13B,Simple assault,07,07C10,"Residence, Home (Includes Apartment)",4249 LYONS,4200-4299,LYONS,AVE,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMGC+FW,2022-09-17
4552925,1662681600000,12,121550222,13B,Simple assault,09,09C20,"Residence, Home (Includes Apartment)",7249 DENISON,7200-7299,DENISON,ST,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QPG3+49,2022-09-08
4552949,1663027200000,09,123357022,13C,Intimidation,07,07C10,Convenience Store,4749 LYONS,4700-4799,LYONS,AVE,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMGH+G3,2022-09-12
4552958,1663459200000,17,126062522,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",949 SHEFFIELD,900-999,SHEFFIELD,BLVD,,77015,TXHPD0000,I,NORTHSHORE,76X6QQFP+C7,2022-09-17
4552962,1662681600000,02,121371022,13B,Simple assault,02,02A30,"Residence, Home (Includes Apartment)",449 YALE,400-499,YALE,ST,,77007,TXHPD0000,C,GREATER HEIGHTS,76X6QJH2+FF,2022-09-08
4552972,1662422400000,10,119973622,13B,Simple assault,07,07C10,"Highway, Road, Street, Alley",5649 LYONS,5600-5699,LYONS,AVE,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMGP+J5,2022-09-05
4552974,1662336000000,02,119447222,13B,Simple assault,09,09C30,"Hotel, Motel, ETC",849 BACA,800-899,BACA,ST,,77013,TXHPD0000,I,NORTHSHORE,76X6QQF6+QW,2022-09-04
4552979,1662508800000,11,120507522,13B,Simple assault,02,02A10,"Airplane, Bus,Train Terminal",1149 HOGAN,1100-1199,HOGAN,,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJHV+43,2022-09-06
4552987,1663200000000,15,124545622,13A,Aggravated Assault,07,07C10,"Residence, Home (Includes Apartment)",4449 NEW ORLEANS,4400-4499,NEW ORLEANS,ST,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMGF+QP,2022-09-14
4552995,1663286400000,18,125169222,13B,Simple assault,02,02A50,"Residence, Home (Includes Apartment)",5649 DARLING,5600-5699,DARLING,ST,,77007,TXHPD0000,C,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QHHG+VP,2022-09-15
4553017,1663027200000,23,123712722,13C,Intimidation,02,02A50,"Residence, Home (Includes Apartment)",5949 PETTY,5900-5999,PETTY,ST,,77007,TXHPD0000,C,WASHINGTON AVENUE COALITION / MEMORIAL PARK,76X6QHJ9+5X,2022-09-12
4553024,1663372800000,22,125724422,13C,Intimidation,09,09C20,"Highway, Road, Street, Alley",7549 LYONS,7500-7599,LYONS,AVE,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QPG5+P6,2022-09-16
4553032,1662940800000,12,122943622,13C,Intimidation,04,04F30,"Hotel, Motel, ETC",15749 PARK TEN,15700-15799,PARK TEN,PL,,77084,TXHPD0000,A,ADDICKS PARK TEN,76X6Q8PR+MH,2022-09-11
4553046,1662422400000,05,119856822,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",1149 GLENALBYN,1100-1199,GLENALBYN,,,77015,TXHPD0000,E,NORTHSHORE,76X6QRF6+PR,2022-09-05
4553075,1662768000000,12,122931622,13C,Intimidation,04,04F10,"Parking Lot, Garage",9649 KATY,9600-9699,KATY,FWY,,77055,TXHPD0000,G,SPRING BRANCH WEST,76X6QFM9+GQ,2022-09-09
4553082,1662681600000,16,121637522,13B,Simple assault,04,04F10,"Parking Lot, Garage",9349 KATY,9300-9399,KATY,FWY,,77055,TXHPD0000,G,SPRING BRANCH WEST,76X6QFMG+GV,2022-09-08
4553098,1663113600000,12,123929622,13B,Simple assault,07,07C10,Convenience Store,1949 JENSEN,1900-1999,JENSEN,DR,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMH5+J6,2022-09-13
4553106,1662508800000,11,120496822,13B,Simple assault,07,07C10,"Residence, Home (Includes Apartment)",3649 RAWLEY,3600-3699,RAWLEY,,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMH8+HH,2022-09-06
4553120,1663372800000,02,125341322,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",12249 FLEMING,12200-12299,FLEMING,DR,,77013,TXHPD0000,I,NORTHSHORE,76X6QQGH+8W,2022-09-16
4553121,1663372800000,10,125467922,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",12249 FLEMING,12200-12299,FLEMING,DR,,77013,TXHPD0000,I,NORTHSHORE,76X6QQGH+8W,2022-09-16
4553136,1662854400000,03,122359922,13B,Simple assault,09,09C40,"Parking Lot, Garage",12349 FLEMING,12300-12399,FLEMING,DR,,77013,TXHPD0000,I,NORTHSHORE,76X6QQGJ+8C,2022-09-10
4553137,1663286400000,21,125651322,13C,Intimidation,09,09C40,"Residence, Home (Includes Apartment)",12349 FLEMING,12300-12399,FLEMING,DR,,77013,TXHPD0000,I,NORTHSHORE,76X6QQGJ+8C,2022-09-15
4553153,1662595200000,14,121107822,13B,Simple assault,18,18F10,"Department, Discount Store",7949 KATY,7900-7999,KATY,FWY,,77024,TXHPD0000,G,GREATER UPTOWN,76X6QGMF+63,2022-09-07
4553197,1662768000000,01,121869522,13B,Simple assault,09,09C20,"Highway, Road, Street, Alley",7349 HERSHE,7300-7399,HERSHE,ST,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QPH3+GQ,2022-09-09
4553213,1662595200000,12,121041822,13A,Aggravated Assault,07,07C10,"Highway, Road, Street, Alley",2049 BRACKENRIDGE,2000-2099,BRACKENRIDGE,ST,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMJ5+2H,2022-09-07
4553221,1663027200000,08,123335922,13C,Intimidation,02,02A10,"Residence, Home (Includes Apartment)",1649 NOBLE,1600-1699,NOBLE,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJJX+67,2022-09-12
4553277,1662768000000,12,122026022,13B,Simple assault,04,04F30,"Residence, Home (Includes Apartment)",15249 PARK ROW,15200-15299,PARK ROW,DR,,77084,TXHPD0000,A,ADDICKS PARK TEN,76X6Q8QX+J3,2022-09-09
4553285,1662336000000,16,119685722,13A,Aggravated Assault,05,05F10,"Airplane, Bus,Train Terminal",7349 OLD KATY,7300-7399,OLD KATY,RD,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGMV+JM,2022-09-04
4553286,1662508800000,09,120473222,13B,Simple assault,05,05F10,"Other, Unknown",7349 OLD KATY,7300-7399,OLD KATY,RD,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGMV+JM,2022-09-06
4553287,1662681600000,13,121601322,13C,Intimidation,05,05F10,"Airplane, Bus,Train Terminal",7349 OLD KATY,7300-7399,OLD KATY,RD,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGMV+JM,2022-09-08
4553288,1662940800000,19,123130222,13C,Intimidation,05,05F10,"Airplane, Bus,Train Terminal",7349 OLD KATY,7300-7399,OLD KATY,RD,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGMV+JM,2022-09-11
4553304,1663200000000,18,124648822,13B,Simple assault,02,02A10,"Residence, Home (Includes Apartment)",2349 EVERETT,2300-2399,EVERETT,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJJP+QX,2022-09-14
4553308,1663027200000,08,123318722,13A,Aggravated Assault,07,07C10,"Residence, Home (Includes Apartment)",2149 SAKOWITZ,2100-2199,SAKOWITZ,ST,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMJP+6H,2022-09-12
4553318,1662422400000,07,119890722,13B,Simple assault,02,02A10,"Highway, Road, Street, Alley",1049 QUITMAN,1000-1099,QUITMAN,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJJQ+RR,2022-09-05
4553320,1662854400000,17,122585622,13C,Intimidation,02,02A10,"Grocery, Supermarket",1049 QUITMAN,1000-1099,QUITMAN,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJJQ+RR,2022-09-10
4553337,1663459200000,18,126096922,13B,Simple assault,09,09C20,"Residence, Home (Includes Apartment)",6849 LAREDO,6800-6899,LAREDO,,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QMJX+98,2022-09-17
4553357,1662508800000,13,120574922,13B,Simple assault,07,07C20,"Residence, Home (Includes Apartment)",2249 BLEKER,2200-2299,BLEKER,ST,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMJ8+WH,2022-09-06
4553363,1663027200000,13,123464622,13A,Aggravated Assault,09,09C20,"Residence, Home (Includes Apartment)",7349 BROWNSVILLE,7300-7399,BROWNSVILLE,,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QPJ3+JP,2022-09-12
4553373,1662422400000,14,120069122,13A,Aggravated Assault,02,02A10,"Parking Lot, Garage",1249 QUITMAN,1200-1299,QUITMAN,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJMV+9R,2022-09-05
4553375,1662422400000,16,120150922,13C,Intimidation,09,09C40,Restaurant,949 UVALDE,900-999,UVALDE,RD,,77015,TXHPD0000,E,NORTHSHORE,76X6QRH7+F8,2022-09-05
4553381,1662854400000,16,123032722,11D,Forcible fondling,04,04F10,"Department, Discount Store",1149 LUMPKIN,1100-1199,LUMPKIN,,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QCQR+G6,2022-09-10
4553393,1662854400000,13,122506822,13B,Simple assault,07,07C10,"Church, Synagogue, Temple",2349 LOCKWOOD,2300-2399,LOCKWOOD,DR,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMMM+3J,2022-09-10
4553405,1662508800000,21,120791222,13B,Simple assault,07,07C20,"Residence, Home (Includes Apartment)",2349 BRINGHURST,2300-2399,BRINGHURST,ST,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMM8+87,2022-09-06
4553409,1663286400000,13,125005222,13B,Simple assault,04,04F30,"Drug Store, Doctors Office, Hospital",1149 BUSINESS CENTER,1100-1199,BUSINESS CENTER,,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QCQJ+RQ,2022-09-15
4553420,1662508800000,19,120758422,13C,Intimidation,04,04F30,"Residence, Home (Includes Apartment)",18149 PARK VIEW,18100-18199,PARK VIEW,DR,S,77084,TXHPD0000,A,ADDICKS PARK TEN,76X6Q8V4+7V,2022-09-06
4553421,1663113600000,22,124210722,13A,Aggravated Assault,02,02A10,"Highway, Road, Street, Alley",1049 BOUNDARY,1000-1099,BOUNDARY,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJMQ+RC,2022-09-13
4553440,1662336000000,18,119692022,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",649 MAXEY,600-699,MAXEY,RD,,77013,TXHPD0000,I,NORTHSHORE,76X6QQJJ+8H,2022-09-04
4553443,1663027200000,13,123473422,13C,Intimidation,09,09C40,"Residence, Home (Includes Apartment)",649 MAXEY,600-699,MAXEY,RD,,77013,TXHPD0000,I,NORTHSHORE,76X6QQJJ+8H,2022-09-12
4553444,1663286400000,04,124820322,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",649 MAXEY,600-699,MAXEY,RD,,77013,TXHPD0000,I,NORTHSHORE,76X6QQJJ+8H,2022-09-15
4553445,1663459200000,09,125915622,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",649 MAXEY,600-699,MAXEY,RD,,77013,TXHPD0000,I,NORTHSHORE,76X6QQJJ+8H,2022-09-17
4553448,1662336000000,17,119998622,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",649 MAXEY,600-699,MAXEY,RD,,77013,TXHPD0000,I,NORTHSHORE,76X6QQJJ+8H,2022-09-04
4553452,1662854400000,00,125054822,13A,Aggravated Assault,07,07C20,"Residence, Home (Includes Apartment)",2649 MORRIS,2600-2699,MORRIS,,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMM4+QM,2022-09-10
4553455,1663113600000,01,123748722,13B,Simple assault,07,07C10,"Residence, Home (Includes Apartment)",2449 SAKOWITZ,2400-2499,SAKOWITZ,ST,,77020,TXHPD0000,B,GREATER FIFTH WARD,76X6QMMP+FH,2022-09-13
4553498,1662854400000,17,122579522,13A,Aggravated Assault,07,07C20,"Highway, Road, Street, Alley",3349 LIBERTY,3300-3399,LIBERTY,RD,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMM7+VF,2022-09-10
4553500,1663113600000,14,123984022,13B,Simple assault,07,07C20,"Department, Discount Store",3349 LIBERTY,3300-3399,LIBERTY,RD,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMM7+VF,2022-09-13
4553519,1662854400000,20,122660022,13B,Simple assault,04,04F10,"Residence, Home (Includes Apartment)",10349 WESTVIEW,10300-10399,WESTVIEW,DR,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QCRW+7W,2022-09-10
4553524,1662940800000,17,123090222,13C,Intimidation,04,04F30,"Residence, Home (Includes Apartment)",18649 PARK VIEW,18600-18699,PARK VIEW,DR,S,77084,TXHPD0000,A,ADDICKS PARK TEN,76X6Q8V3+P2,2022-09-11
4553525,1662768000000,20,122207222,09A,"Murder, non-negligent",07,07C20,"Highway, Road, Street, Alley",3549 LIBERTY,3500-3599,LIBERTY,RD,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMM8+X4,2022-09-09
4553532,1662768000000,21,122252422,09A,"Murder, non-negligent",07,07C20,Convenience Store,3849 LIBERTY,3800-3899,LIBERTY,RD,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMM9+X3,2022-09-09
4553544,1663027200000,16,123557722,13C,Intimidation,09,09C20,"Residence, Home (Includes Apartment)",7249 TEXARKANA,7200-7299,TEXARKANA,ST,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QPM3+P4,2022-09-12
4553554,1663372800000,20,125681122,13B,Simple assault,04,04F10,"Other, Unknown",1249 MURRAYHILL,1200-1299,MURRAYHILL,DR,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QCRX+GR,2022-09-16
4553556,1663459200000,05,125864322,13B,Simple assault,04,04F10,Convenience Store,1249 WITTE,1200-1299,WITTE,RD,,77055,TXHPD0000,A,SPRING BRANCH WEST,76X6QFR5+CW,2022-09-17
4553562,1662940800000,10,122885722,13A,Aggravated Assault,09,09C20,"Residence, Home (Includes Apartment)",6749 LONGVIEW,6700-6799,LONGVIEW,ST,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QMPW+2W,2022-09-11
4553563,1663459200000,01,125802022,13B,Simple assault,04,04F30,"Residence, Home (Includes Apartment)",10949 KEATON LANDING,10900-10999,KEATON LANDING,DR,,,TXHPD0000,A,SPRING BRANCH WEST,76X6QCRH+V7,2022-09-17
4553564,1662336000000,22,119790322,13C,Intimidation,04,04F10,"Residence, Home (Includes Apartment)",1249 CEDAR POST,1200-1299,CEDAR POST,LN,,77055,TXHPD0000,A,SPRING BRANCH WEST,76X6QFRG+9G,2022-09-04
4553565,1662595200000,00,120928222,13C,Intimidation,04,04F10,"Residence, Home (Includes Apartment)",1249 CEDAR POST,1200-1299,CEDAR POST,LN,,77055,TXHPD0000,A,SPRING BRANCH WEST,76X6QFRG+9G,2022-09-07
4553576,1663027200000,13,123805722,13B,Simple assault,18,18F10,"Residence, Home (Includes Apartment)",149 POST OAK,100-199,POST OAK,LN,N,77024,TXHPD0000,,,76X6QXH5+55,2022-09-12
4553586,1662940800000,01,122747822,13A,Aggravated Assault,09,09C20,"Residence, Home (Includes Apartment)",149 ZOE,100-199,ZOE,,,77020,TXHPD0000,H,DENVER HARBOR / PORT HOUSTON,76X6QMPW+CP,2022-09-11
4553589,1662508800000,21,120776222,13A,Aggravated Assault,09,09C30,"Commercial, Office Building",349 GELLHORN,300-399,GELLHORN,,,77013,TXHPD0000,I,NORTHSHORE,76X6QPPP+2V,2022-09-06
4553596,1662681600000,22,121952022,11B,Forcible sodomy,09,09C40,"Other, Unknown",12349 WOOD BAYOU,12300-12399,WOOD BAYOU,DR,,77013,TXHPD0000,I,NORTHSHORE,76X6QQMJ+J6,2022-09-08
4553597,1662681600000,22,121952022,13C,Intimidation,09,09C40,"Other, Unknown",12349 WOOD BAYOU,12300-12399,WOOD BAYOU,DR,,77013,TXHPD0000,I,NORTHSHORE,76X6QQMJ+J6,2022-09-08
4553608,1663027200000,21,123686422,13C,Intimidation,07,07C20,Restaurant,4449 LIBERTY,4400-4499,LIBERTY,RD,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMPF+VV,2022-09-12
4553615,1663113600000,23,124235022,13C,Intimidation,09,09C40,School-Elementary/Secondary,13349 JOLIET,13300-13399,JOLIET,,,77015,TXHPD0000,E,NORTHSHORE,76X6QRM6+C9,2022-09-13
4553617,1662336000000,02,119445522,13A,Aggravated Assault,02,02A10,"Hotel, Motel, ETC",3449 MAIN,3400-3499,MAIN,ST,N,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJQH+FV,2022-09-04
4553621,1662940800000,17,123088722,13B,Simple assault,04,04F30,"Residence, Home (Includes Apartment)",1549 WYCLIFFE,1500-1599,WYCLIFFE,DR,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QCVG+J5,2022-09-11
4553631,1662768000000,20,122242422,13C,Intimidation,10,10H40,"Airplane, Bus,Train Terminal",3549 MAIN,3500-3599,MAIN,ST,,,TXHPD0000,H,NEAR NORTHSIDE,76X6QJQH+GR,2022-09-09
4553638,1662681600000,12,121613522,13C,Intimidation,04,04F10,"Commercial, Office Building",10149 LONG POINT,10100-10199,LONG POINT,RD,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QFV2+MX,2022-09-08
4553643,1663286400000,02,124840222,13B,Simple assault,04,04F10,"Residence, Home (Includes Apartment)",10049 LONG POINT,10000-10099,LONG POINT,RD,,77055,TXHPD0000,A,SPRING BRANCH WEST,76X6QFV5+M3,2022-09-15
4553670,1662336000000,12,119578622,13C,Intimidation,02,02A10,"Residence, Home (Includes Apartment)",1749 HAYS,1700-1799,HAYS,,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJQX+XQ,2022-09-04
4553682,1662681600000,01,121360422,13B,Simple assault,09,09C40,"Residence, Home (Includes Apartment)",13449 HALIFAX,13400-13499,HALIFAX,,,77015,TXHPD0000,E,NORTHSHORE,76X6QRP7+GJ,2022-09-08
4553685,1662422400000,18,120219122,13B,Simple assault,04,04F10,"Parking Lot, Garage",9649 LONG POINT,9600-9699,LONG POINT,RD,,77055,TXHPD0000,A,SPRING BRANCH WEST,76X6QFW9+8H,2022-09-05
4553687,1663286400000,08,124946022,13A,Aggravated Assault,04,04F10,"Parking Lot, Garage",9649 LONG POINT,9600-9699,LONG POINT,RD,,77055,TXHPD0000,A,SPRING BRANCH WEST,76X6QFW9+8H,2022-09-15
4553692,1662940800000,13,122993522,13B,Simple assault,05,05F20,"Residence, Home (Includes Apartment)",8349 WESTVIEW,8300-8399,WESTVIEW,DR,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGV5+W3,2022-09-11
4553693,1663459200000,14,126027122,13C,Intimidation,05,05F20,"Residence, Home (Includes Apartment)",8349 WESTVIEW,8300-8399,WESTVIEW,DR,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGV5+W3,2022-09-17
4553702,1663200000000,13,124495022,13B,Simple assault,04,04F10,"Residence, Home (Includes Apartment)",10149 WHITESIDE,10100-10199,WHITESIDE,LN,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6QFW3+M2,2022-09-14
4553730,1663113600000,16,124063422,13B,Simple assault,02,02A10,"Residence, Home (Includes Apartment)",1749 BOSWELL,1700-1799,BOSWELL,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJRX+XP,2022-09-13
4553735,1662422400000,15,120131722,13C,Intimidation,05,05F10,"Residence, Home (Includes Apartment)",7749 SHADYVILLA,7700-7799,SHADYVILLA,LN,,77055,TXHPD0000,A,SPRING BRANCH EAST,76X6QGW9+G4,2022-09-05
4553753,1662336000000,22,119783322,13A,Aggravated Assault,09,09C40,Convenience Store,449 MAXEY,400-499,MAXEY,RD,,77013,TXHPD0000,I,NORTHSHORE,76X6QQQJ+QH,2022-09-04
4553756,1662940800000,17,123084822,13B,Simple assault,04,04F10,"Residence, Home (Includes Apartment)",1549 WITTE,1500-1599,WITTE,RD,,77080,TXHPD0000,A,SPRING BRANCH WEST,76X6QFX5+6V,2022-09-11
4553757,1663286400000,00,124765622,13C,Intimidation,04,04F10,"Residence, Home (Includes Apartment)",1549 WITTE,1500-1599,WITTE,RD,,77080,TXHPD0000,A,SPRING BRANCH WEST,76X6QFX5+6V,2022-09-15
4553764,1663200000000,14,124511322,13B,Simple assault,02,02A10,"Other, Unknown",1649 COLLINGSWORTH,1600-1699,COLLINGSWORTH,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJVX+88,2022-09-14
4553770,1662854400000,15,122549022,13A,Aggravated Assault,07,07C20,"Residence, Home (Includes Apartment)",4449 ENGLEFORD,4400-4499,ENGLEFORD,ST,,77026,TXHPD0000,B,GREATER FIFTH WARD,76X6QMVF+4V,2022-09-10
4553777,1662422400000,22,120304022,13C,Intimidation,02,02A10,Park/Playground,3749 FULTON,3700-3799,FULTON,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJVP+H8,2022-09-05
4553803,1663372800000,23,125756522,13B,Simple assault,05,05F20,"Residence, Home (Includes Apartment)",1549 BIG BEND,1500-1599,BIG BEND,DR,,77055,TXHPD0000,A,SPRING BRANCH CENTRAL,76X6QFXJ+9H,2022-09-16
4553806,1662854400000,11,124915422,11B,Forcible sodomy,00,HCSO,"Residence, Home (Includes Apartment)",13849 HOLLY PARK,13800-13899,HOLLY PARK,DR,,77015,TXHPD0000,,,76X6QRQC+P8,2022-09-10
4553809,1662422400000,19,120535422,13B,Simple assault,07,07C20,"Highway, Road, Street, Alley",4149 COLLINGSWORTH,4100-4199,COLLINGSWORTH,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMVC+CM,2022-09-05
4553817,1663027200000,16,123547222,13C,Intimidation,07,07C20,Convenience Store,3149 COLLINGSWORTH,3100-3199,COLLINGSWORTH,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMV6+HV,2022-09-12
4553833,1662768000000,21,122338422,100,"Kidnapping, Abduction",07,07C20,"Residence, Home (Includes Apartment)",4649 COLLINGSWORTH,4600-4699,COLLINGSWORTH,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMVG+JH,2022-09-09
4553842,1662681600000,12,121548422,13B,Simple assault,07,07C20,"Residence, Home (Includes Apartment)",5549 COLLINGSWORTH,5500-5599,COLLINGSWORTH,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMVP+J7,2022-09-08
4553853,1663027200000,15,123510322,13B,Simple assault,02,02A10,"Residence, Home (Includes Apartment)",3849 COCHRAN,3800-3899,COCHRAN,ST,,77009,TXHPD0000,H,NEAR NORTHSIDE,76X6QJWV+4G,2022-09-12
4553859,1662336000000,23,119793322,13B,Simple assault,07,07C20,"Highway, Road, Street, Alley",3549 BAIN,3500-3599,BAIN,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMV8+W3,2022-09-04
4553861,1662422400000,05,119850222,13B,Simple assault,07,07C20,"Residence, Home (Includes Apartment)",3749 BAIN,3700-3799,BAIN,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMV8+XM,2022-09-05
4553862,1662940800000,16,123046122,13C,Intimidation,07,07C20,"Residence, Home (Includes Apartment)",3749 LOS ANGELES,3700-3799,LOS ANGELES,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMVF+W6,2022-09-11
4553863,1662854400000,18,122612422,13A,Aggravated Assault,07,07C20,"Residence, Home (Includes Apartment)",3849 WIPPRECHT,3800-3899,WIPPRECHT,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMVH+V3,2022-09-10
4553867,1662940800000,21,123183422,13B,Simple assault,07,07C20,"Residence, Home (Includes Apartment)",6149 COLLINGSWORTH,6100-6199,COLLINGSWORTH,ST,,77026,TXHPD0000,B,KASHMERE GARDENS,76X6QMVR+RG,2022-09-11
4553872,1663200000000,04,124290122,13B,Simple assault,07,07C20,"Service, Gas Station",3549 EASTEX,3500-3599,EASTEX,FWY,,77026,TXHPD0000,H,KASHMERE GARDENS,76X6QMW5+6V,2022-09-14
4553903,1662854400000,20,124050722,13C,Intimidation,02,02A60,"Highway, Road, Street, Alley",2149 TANNEHILL,2100-2199,TANNEHILL,DR,,77008,TXHPD0000,C,LAZYBROOK / TIMBERGROVE,76X6QHX7+J3,2022-09-10
4553907,1663459200000,01,125795622,13B,Simple assault,04,04F30,"Highway, Road, Street, Alley",1949 UPLAND,1900-1999,UPLAND,DR,,77043,TXHPD0000,A,SPRING BRANCH WEST,76X6RC3F+48,2022-09-17
4553909,1663372800000,19,125653922,13B,Simple assault,02,02A30,"Parking Lot, Garage",249 15TH,200-299,15TH,ST,W,77008,TXHPD0000,C,GREATER HEIGHTS,76X6QJX3+7H,2022-09-16
4553911,1662854400000,16,122551522,13B,Simple assault,02,02A30,"Highway, Road, Street, Alley",1449 BEVERLY,1400-1499,BEVERLY,ST,,77008,TXHPD0000,C,GREATER HEIGHTS,76X6QJX6+63,2022-09-10
4553912,1662854400000,16,122551522,13C,Intimidation,02,02A30,"Highway, Road, Street, Alley",1449 BEVERLY,1400-1499,BEVERLY,ST,,77008,TXHPD0000,C,GREATER HEIGHTS,76X6QJX6+63,2022-09-10
4553919,1663286400000,17,125175122,13B,Simple assault,04,04F10,"Residence, Home (Includes Apartment)",1649 WITTE,1600-1699,WITTE,RD,,77080,TXHPD0000,A,SPRING BRANCH WEST,76X6RF25+RV,2022-09-15
4553920,1663286400000,17,125175122,13C,Intimidation,04,04F10,"Residence, Home (Includes Apartment)",1649 WITTE,1600-1699,WITTE,RD,,77080,TXHPD0000,A,SPRING BRANCH WEST,76X6RF25+RV,2022-09-15
