OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,newdate
4531650,1662508800000,07,120409722,13A,Aggravated Assault,01,01A30,"Highway, Road, Street, Alley",1649 BONNIE BRAE,1600-1699,BONNIE BRAE,ST,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PHMX+9M,2022-09-06
4531671,1662940800000,06,122793422,13A,Aggravated Assault,20,20G40,"Residence, Home (Includes Apartment)",2449 GRAY FALLS,2400-2499,GRAY FALLS,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQ4+CV,2022-09-11
4531673,1663372800000,13,125525022,13A,Aggravated Assault,20,20G40,"Residence, Home (Includes Apartment)",2449 GRAY FALLS,2400-2499,GRAY FALLS,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQ4+CV,2022-09-16
4531674,1663027200000,11,123446822,13B,Simple assault,20,20G40,"Residence, Home (Includes Apartment)",2449 GRAY FALLS,2400-2499,GRAY FALLS,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQ4+CV,2022-09-12
4531687,1662681600000,10,121496822,13C,Intimidation,18,18F20,Shopping Mall,5149 HIDALGO,5100-5199,HIDALGO,ST,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGPP+44,2022-09-08
4531690,1663200000000,23,124760122,13B,Simple assault,18,18F20,"Hotel, Motel, ETC",5149 HIDALGO,5100-5199,HIDALGO,ST,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGPP+44,2022-09-14
4531700,1662508800000,19,120754022,13B,Simple assault,18,18F20,"Department, Discount Store",5149 HIDALGO,5100-5199,HIDALGO,ST,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGPP+44,2022-09-06
4531716,1663372800000,07,125411022,13C,Intimidation,20,20G40,"Residence, Home (Includes Apartment)",2349 CRESCENT PARK,2300-2399,CRESCENT PARK,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQ8+C2,2022-09-16
4531741,1663027200000,16,123568322,13B,Simple assault,10,10H40,Restaurant,4449 FANNIN,4400-4499,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJM9+83,2022-09-12
4531744,1662595200000,01,120856122,13A,Aggravated Assault,10,10H40,Restaurant,4449 FANNIN,4400-4499,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJM9+83,2022-09-07
4531745,1662595200000,08,120952322,13B,Simple assault,10,10H40,"Parking Lot, Garage",4449 FANNIN,4400-4499,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJM9+83,2022-09-07
4531759,1663200000000,09,124382922,13A,Aggravated Assault,18,18F40,"Residence, Home (Includes Apartment)",9449 WESTHEIMER,9400-9499,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFP9+VW,2022-09-14
4531774,1662595200000,01,120856222,13A,Aggravated Assault,18,18F40,"Residence, Home (Includes Apartment)",9449 WESTHEIMER,9400-9499,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFP9+VW,2022-09-07
4531814,1663286400000,07,124880422,13C,Intimidation,01,01A30,Restaurant,1849 RICHMOND,1800-1899,RICHMOND,AVE,,77098,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PHMV+MC,2022-09-15
4531864,1662249600000,22,119372122,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",2649 WESTERLAND,2600-2699,WESTERLAND,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQ9+3C,2022-09-03
4531866,1662595200000,00,121491722,13C,Intimidation,18,18F40,"Residence, Home (Includes Apartment)",2649 WESTERLAND,2600-2699,WESTERLAND,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQ9+3C,2022-09-07
4531882,1662681600000,08,121444022,13C,Intimidation,10,10H40,"Residence, Home (Includes Apartment)",4549 TRAVIS,4500-4599,TRAVIS,ST,,77002,TXHPD0000,C,MIDTOWN,76X6PJM8+G7,2022-09-08
4531893,1662681600000,11,121518522,13C,Intimidation,01,01A30,"Commercial, Office Building",1849 ALABAMA,1800-1899,ALABAMA,ST,W,77098,TXHPD0000,D,MIDTOWN,76X6PJMG+CX,2022-09-08
4531899,1663286400000,00,124977922,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",8449 WESTHEIMER,8400-8499,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPP+X2,2022-09-15
4531909,1662249600000,23,119438222,13B,Simple assault,18,18F20,"Parking Lot, Garage",2849 WATERWALL,2800-2899,WATERWALL,DR,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGPQ+C7,2022-09-03
4531917,1662940800000,22,123198122,13C,Intimidation,10,10H50,"Service, Gas Station",3349 EMANCIPATION,3300-3399,EMANCIPATION,AVE,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJMM+9P,2022-09-11
4531928,1662940800000,14,123194622,13A,Aggravated Assault,18,18F30,"Residence, Home (Includes Apartment)",2749 BRIARGROVE,2700-2799,BRIARGROVE,DR,,77057,TXHPD0000,J,MID WEST,76X6PGP3+RW,2022-09-11
4531929,1662940800000,22,123196822,13B,Simple assault,18,18F30,"Residence, Home (Includes Apartment)",2749 BRIARGROVE,2700-2799,BRIARGROVE,DR,,77057,TXHPD0000,J,MID WEST,76X6PGP3+RW,2022-09-11
4531930,1662422400000,02,119836422,13B,Simple assault,18,18F30,"Residence, Home (Includes Apartment)",2749 BRIARGROVE,2700-2799,BRIARGROVE,DR,,77057,TXHPD0000,J,MID WEST,76X6PGP3+RW,2022-09-05
4531951,1662768000000,05,121915522,13B,Simple assault,18,18F40,"Highway, Road, Street, Alley",7949 WESTHEIMER,7900-7999,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPV+X5,2022-09-09
4531952,1662854400000,22,122690122,13B,Simple assault,18,18F40,"Parking Lot, Garage",7949 WESTHEIMER,7900-7999,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPV+X5,2022-09-10
4531953,1663027200000,17,123602422,13C,Intimidation,18,18F40,"Residence, Home (Includes Apartment)",7949 WESTHEIMER,7900-7999,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPV+X5,2022-09-12
4531966,1662854400000,12,122512322,13C,Intimidation,01,01A50,"Residence, Home (Includes Apartment)",3349 CUMMINS,3300-3399,CUMMINS,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP6+7J,2022-09-10
4531974,1663027200000,13,123463822,13A,Aggravated Assault,18,18F40,"Service, Gas Station",7849 WESTHEIMER,7800-7899,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPV+XM,2022-09-12
4531977,1663286400000,02,124799422,13C,Intimidation,01,01A50,"Bar, Nightclub",3449 EDLOE,3400-3499,EDLOE,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP8+6J,2022-09-15
4532001,1663027200000,20,123671122,13B,Simple assault,01,01A30,"Residence, Home (Includes Apartment)",2049 COLQUITT,2000-2099,COLQUITT,ST,,77098,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PHPR+27,2022-09-12
4532003,1662681600000,06,121407722,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",2649 LAZY HOLLOW,2600-2699,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+55,2022-09-08
4532016,1662508800000,12,121775522,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",2649 LAZY HOLLOW,2600-2699,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+55,2022-09-06
4532032,1662336000000,09,122104922,13C,Intimidation,18,18F40,"Department, Discount Store",6549 WESTHEIMER,6500-6599,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ2+22,2022-09-04
4532035,1662854400000,15,122546822,13B,Simple assault,11,11H10,"Residence, Home (Includes Apartment)",7949 SHERMAN,7900-7999,SHERMAN,,,77012,TXHPD0000,I,MAGNOLIA PARK,76X6PPJ9+M2,2022-09-10
4532044,1662336000000,12,119587522,13A,Aggravated Assault,18,18F40,"Highway, Road, Street, Alley",2549 WESTERLAND,2500-2599,WESTERLAND,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQ9+9C,2022-09-04
4532050,1662768000000,16,122157322,13B,Simple assault,18,18F30,"Residence, Home (Includes Apartment)",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-09
4532054,1663027200000,15,123540122,13A,Aggravated Assault,18,18F30,"Highway, Road, Street, Alley",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-12
4532069,1662249600000,00,121946722,13C,Intimidation,18,18F30,"Residence, Home (Includes Apartment)",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-03
4532070,1662336000000,08,119547922,13B,Simple assault,18,18F30,"Residence, Home (Includes Apartment)",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-04
4532071,1662336000000,08,119547922,13C,Intimidation,18,18F30,"Residence, Home (Includes Apartment)",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-04
4532072,1662595200000,16,121172722,13C,Intimidation,18,18F30,"Residence, Home (Includes Apartment)",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-07
4532093,1662854400000,04,122498922,13B,Simple assault,01,01A50,"Bar, Nightclub",3349 MERCER,3300-3399,MERCER,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP9+C5,2022-09-10
4532096,1663027200000,07,123317622,13B,Simple assault,10,10H50,"Residence, Home (Includes Apartment)",3049 LIVE OAK,3000-3099,LIVE OAK,,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJMP+MW,2022-09-12
4532098,1663200000000,09,124394222,13C,Intimidation,20,20G40,"Commercial, Office Building",2349 HAYES,2300-2399,HAYES,RD,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQF+WG,2022-09-14
4532100,1663200000000,09,125198022,13B,Simple assault,20,20G40,"Residence, Home (Includes Apartment)",2349 HAYES,2300-2399,HAYES,RD,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQF+WG,2022-09-14
4532130,1662422400000,16,120158822,13B,Simple assault,10,10H50,"Service, Gas Station",2349 SCOTT,2300-2399,SCOTT,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PMM2+JR,2022-09-05
4532141,1663286400000,13,125015722,13A,Aggravated Assault,10,10H20,"Residence, Home (Includes Apartment)",4949 STIMSON,4900-4999,STIMSON,,,77023,TXHPD0000,I,GREATER EASTWOOD,76X6PMMC+CV,2022-09-15
4532142,1663200000000,10,124648522,13C,Intimidation,10,10H20,"Residence, Home (Includes Apartment)",4949 STIMSON,4900-4999,STIMSON,,,77023,TXHPD0000,I,GREATER EASTWOOD,76X6PMMC+CV,2022-09-14
4532143,1662768000000,15,122094622,13C,Intimidation,11,11H10,School-Elementary/Secondary,7249 CAPITOL,7200-7299,CAPITOL,ST,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PPM3+36,2022-09-09
4532144,1662681600000,22,122069422,13C,Intimidation,10,10H20,"Residence, Home (Includes Apartment)",1949 CULLEN,1900-1999,CULLEN,BLVD,,77023,TXHPD0000,I,GREATER EASTWOOD,76X6PMM5+HG,2022-09-08
4532150,1662422400000,14,120073322,13C,Intimidation,10,10H20,"Highway, Road, Street, Alley",1949 CULLEN,1900-1999,CULLEN,BLVD,,77023,TXHPD0000,I,GREATER EASTWOOD,76X6PMM5+HG,2022-09-05
4532155,1662595200000,09,124469922,13C,Intimidation,18,18F30,"Other, Unknown",5849 WESTHEIMER,5800-5899,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ9+47,2022-09-07
4532193,1662422400000,10,119950822,13C,Intimidation,18,18F30,"Other, Unknown",5749 WESTHEIMER,5700-5799,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQC+47,2022-09-05
4532194,1663027200000,09,123359222,13B,Simple assault,20,20G40,"Residence, Home (Includes Apartment)",11749 SOUTHLAKE,11700-11799,SOUTHLAKE,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCR7+62,2022-09-12
4532199,1662336000000,10,119544422,13A,Aggravated Assault,20,20G40,"Parking Lot, Garage",11749 SOUTHLAKE,11700-11799,SOUTHLAKE,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCR7+62,2022-09-04
4532204,1663027200000,15,123600722,13A,Aggravated Assault,01,01A30,"Residence, Home (Includes Apartment)",3249 BRANARD,3200-3299,BRANARD,ST,,77098,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHPF+HM,2022-09-12
4532207,1662422400000,05,119857322,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",2649 MARILEE,2600-2699,MARILEE,LN,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGQ2+9M,2022-09-05
4532228,1662854400000,04,122380422,13B,Simple assault,18,18F40,"Bar, Nightclub",2649 WINROCK,2600-2699,WINROCK,BLVD,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGQ3+CC,2022-09-10
4532241,1662422400000,14,120426622,13B,Simple assault,10,10H50,"Residence, Home (Includes Apartment)",3449 HADLEY,3400-3499,HADLEY,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PMM2+VG,2022-09-05
4532244,1663113600000,11,124321822,11D,Forcible fondling,01,01A50,"Commercial, Office Building",3149 WESLAYAN,3100-3199,WESLAYAN,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP5+V9,2022-09-13
4532245,1663113600000,11,124321822,13B,Simple assault,01,01A50,"Commercial, Office Building",3149 WESLAYAN,3100-3199,WESLAYAN,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP5+V9,2022-09-13
4532249,1662768000000,19,122204522,13A,Aggravated Assault,18,18F30,"Residence, Home (Includes Apartment)",2649 AUGUSTA,2600-2699,AUGUSTA,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGQ9+82,2022-09-09
4532285,1663286400000,12,124970522,13A,Aggravated Assault,20,20G40,"Parking Lot, Garage",2249 KIRKWOOD,2200-2299,KIRKWOOD,RD,S,77077,TXHPD0000,G,BRIAR FOREST,76X6PCR6+GH,2022-09-15
4532289,1662422400000,20,120250522,13A,Aggravated Assault,20,20G40,"Residence, Home (Includes Apartment)",2349 WILCREST,2300-2399,WILCREST,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCRH+96,2022-09-05
4532299,1663027200000,11,123429722,13C,Intimidation,10,10H50,"Highway, Road, Street, Alley",3149 BREMOND,3100-3199,BREMOND,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPW+55,2022-09-12
4532316,1662249600000,08,119086922,13C,Intimidation,20,20G40,Park/Playground,11649 WALDEMAR,11600-11699,WALDEMAR,DR,,,TXHPD0000,G,BRIAR FOREST,76X6PCR7+MR,2022-09-03
4532318,1662854400000,21,122674722,13B,Simple assault,20,20G70,"Residence, Home (Includes Apartment)",2249 AVENIDA LA QUINTA,2200-2299,AVENIDA LA QUINTA,ST,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6P9RM+XM,2022-09-10
4532324,1663372800000,02,125363722,13B,Simple assault,10,10H50,"Residence, Home (Includes Apartment)",2649 DELANO,2600-2699,DELANO,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPR+7C,2022-09-16
4532326,1662854400000,17,122588322,13A,Aggravated Assault,11,11H10,"Grocery, Supermarket",7049 CAPITOL,7000-7099,CAPITOL,ST,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMMX+M8,2022-09-10
4532358,1662249600000,21,119642922,13C,Intimidation,11,11H10,"Residence, Home (Includes Apartment)",349 75TH,300-399,75TH,ST,S,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PPM5+J9,2022-09-03
4532360,1662681600000,15,121858322,13C,Intimidation,18,18F40,"Residence, Home (Includes Apartment)",2249 WESTERLAND,2200-2299,WESTERLAND,DR,,77063,TXHPD0000,G,MID WEST,76X6PFR9+6C,2022-09-08
4532395,1662940800000,23,123216122,13C,Intimidation,18,18F40,"Residence, Home (Includes Apartment)",2449 VOSS,2400-2499,VOSS,RD,S,77057,TXHPD0000,G,GREATER UPTOWN,76X6PFRX+2M,2022-09-11
4532399,1663113600000,16,124062722,100,"Kidnapping, Abduction",18,18F40,"Parking Lot, Garage",2449 VOSS,2400-2499,VOSS,RD,S,77057,TXHPD0000,G,GREATER UPTOWN,76X6PFRX+2M,2022-09-13
4532405,1662336000000,20,119733422,13C,Intimidation,18,18F40,"Residence, Home (Includes Apartment)",2449 VOSS,2400-2499,VOSS,RD,S,77057,TXHPD0000,G,GREATER UPTOWN,76X6PFRX+2M,2022-09-04
4532419,1662336000000,12,120865022,13C,Intimidation,10,10H20,"Residence, Home (Includes Apartment)",1949 HUSSION,1900-1999,HUSSION,,,77003,TXHPD0000,I,GREATER EASTWOOD,76X6PMP4+9H,2022-09-04
4532420,1662508800000,00,120345022,13A,Aggravated Assault,10,10H20,"Residence, Home (Includes Apartment)",1949 HUSSION,1900-1999,HUSSION,,,77003,TXHPD0000,I,GREATER EASTWOOD,76X6PMP4+9H,2022-09-06
4532421,1662508800000,00,120345022,13C,Intimidation,10,10H20,"Residence, Home (Includes Apartment)",1949 HUSSION,1900-1999,HUSSION,,,77003,TXHPD0000,I,GREATER EASTWOOD,76X6PMP4+9H,2022-09-06
4532427,1663200000000,20,124911222,13C,Intimidation,10,10H50,"Residence, Home (Includes Apartment)",2349 BURKETT,2300-2399,BURKETT,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPW+H7,2022-09-14
4532455,1662249600000,19,119289522,13C,Intimidation,01,01A50,"Residence, Home (Includes Apartment)",2949 WESLAYAN,2900-2999,WESLAYAN,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHQ5+G9,2022-09-03
4532461,1662854400000,05,122389622,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",2549 OLD FARM,2500-2599,OLD FARM,RD,,77063,TXHPD0000,G,MID WEST,76X6PFRQ+7H,2022-09-10
4532480,1662336000000,22,120080522,13A,Aggravated Assault,20,20G40,"Residence, Home (Includes Apartment)",2149 BENTWORTH,2100-2199,BENTWORTH,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCV7+4M,2022-09-04
4532497,1663286400000,23,125274522,13B,Simple assault,20,20G70,"Residence, Home (Includes Apartment)",12749 SANDRI,12700-12799,SANDRI,LN,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6P9VP+FW,2022-09-15
4532501,1663286400000,02,124802422,13B,Simple assault,10,10H40,"Bar, Nightclub",3749 FANNIN,3700-3799,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJQC+3F,2022-09-15
4532504,1662681600000,12,121550022,13B,Simple assault,01,01A20,"Residence, Home (Includes Apartment)",549 SUL ROSS,500-599,SUL ROSS,,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJQ7+4G,2022-09-08
4532512,1662249600000,16,119222022,13A,Aggravated Assault,18,18F40,"Residence, Home (Includes Apartment)",6449 ELLA LEE,6400-6499,ELLA LEE,LN,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGR2+9V,2022-09-03
4532522,1662768000000,23,122278122,13B,Simple assault,18,18F30,"Residence, Home (Includes Apartment)",2549 AUGUSTA,2500-2599,AUGUSTA,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGR9+62,2022-09-09
4532529,1663200000000,08,124356022,13C,Intimidation,10,10H50,"Residence, Home (Includes Apartment)",2549 LIVE OAK,2500-2599,LIVE OAK,,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPQ+WX,2022-09-14
4532531,1663286400000,16,125093222,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",2149 TANGLEWILDE,2100-2199,TANGLEWILDE,ST,,77063,TXHPD0000,G,MID WEST,76X6PFR8+R6,2022-09-15
4532542,1662681600000,20,121756722,13C,Intimidation,20,20G40,"Residence, Home (Includes Apartment)",11249 OLYMPIA,11200-11299,OLYMPIA,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCVG+82,2022-09-08
4532543,1662768000000,01,121860322,13B,Simple assault,20,20G40,"Residence, Home (Includes Apartment)",11249 OLYMPIA,11200-11299,OLYMPIA,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCVG+82,2022-09-09
4532549,1662768000000,03,123451122,13A,Aggravated Assault,18,18F20,"Highway, Road, Street, Alley",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-09
4532573,1662508800000,13,120582422,13B,Simple assault,18,18F20,"Department, Discount Store",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-06
4532597,1662336000000,01,119421622,13C,Intimidation,10,10H20,"Residence, Home (Includes Apartment)",1749 HUSSION,1700-1799,HUSSION,,,77003,TXHPD0000,I,GREATER EASTWOOD,76X6PMP4+XR,2022-09-04
4532619,1662768000000,12,122021722,13B,Simple assault,18,18F20,"Department, Discount Store",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-09
4532677,1662336000000,09,119536522,13C,Intimidation,18,18F20,Shopping Mall,5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-04
4532688,1662595200000,03,120867922,13A,Aggravated Assault,18,18F20,"Parking Lot, Garage",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-07
4532689,1662595200000,11,121015422,13B,Simple assault,18,18F20,"Department, Discount Store",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-07
4532696,1662422400000,10,120069522,13A,Aggravated Assault,11,11H10,"Residence, Home (Includes Apartment)",7449 AVENUE F,7400-7499,AVENUE F,,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PPP5+C7,2022-09-05
4532702,1662336000000,20,119743322,13C,Intimidation,18,18F20,"Residence, Home (Includes Apartment)",2649 YORKTOWN,2600-2699,YORKTOWN,ST,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRH+CP,2022-09-04
4532722,1663286400000,22,125263922,13C,Intimidation,10,10H40,"Residence, Home (Includes Apartment)",849 ALABAMA,800-899,ALABAMA,ST,,77002,TXHPD0000,C,MIDTOWN,76X6PJQ9+GF,2022-09-15
4532740,1662595200000,04,121140522,13A,Aggravated Assault,10,10H30,"Residence, Home (Includes Apartment)",3449 COYLE,3400-3499,COYLE,ST,,77003,TXHPD0000,I,GREATER EASTWOOD,76X6PMQ2+6M,2022-09-07
4532753,1663113600000,10,124223822,13A,Aggravated Assault,20,20G40,"Residence, Home (Includes Apartment)",2049 BENTWORTH,2000-2099,BENTWORTH,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCV8+R9,2022-09-13
4532776,1663372800000,06,125396922,13A,Aggravated Assault,11,11H10,"Highway, Road, Street, Alley",6949 AVENUE C,6900-6999,AVENUE C,,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMPW+WV,2022-09-16
4532787,1662508800000,20,120767422,13B,Simple assault,01,01A50,Restaurant,4449 WESTHEIMER,4400-4499,WESTHEIMER,RD,,77027,TXHPD0000,G,AFTON OAKS / RIVER OAKS AREA,76X6PGRX+HP,2022-09-06
4532789,1662768000000,03,121892922,13A,Aggravated Assault,11,11H10,"Residence, Home (Includes Apartment)",7049 SHERMAN,7000-7099,SHERMAN,,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMPX+XV,2022-09-09
4532790,1662595200000,13,121130722,13B,Simple assault,11,11H10,"Residence, Home (Includes Apartment)",7049 SHERMAN,7000-7099,SHERMAN,,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMPX+XV,2022-09-07
4532806,1662940800000,01,122749022,13A,Aggravated Assault,11,11H10,"Residence, Home (Includes Apartment)",7749 AVENUE J,7700-7799,AVENUE J,,,77012,TXHPD0000,I,MAGNOLIA PARK,76X6PPP8+V4,2022-09-11
4532810,1662854400000,23,122706222,13B,Simple assault,01,01A30,"Residence, Home (Includes Apartment)",1449 KIPLING,1400-1499,KIPLING,ST,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJR3+49,2022-09-10
4532850,1662681600000,08,121444222,13B,Simple assault,20,20G80,"Residence, Home (Includes Apartment)",13149 WHITTINGTON,13100-13199,WHITTINGTON,DR,,77077,TXHPD0000,G,ELDRIDGE / WEST OAKS,76X6P9WH+JR,2022-09-08
4532866,1663286400000,07,124943922,11D,Forcible fondling,10,10H40,"Highway, Road, Street, Alley",3249 SAN JACINTO,3200-3299,SAN JACINTO,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJRF+3Q,2022-09-15
4532870,1662595200000,18,121247922,13C,Intimidation,10,10H20,"Highway, Road, Street, Alley",1249 EASTWOOD,1200-1299,EASTWOOD,ST,,77023,TXHPD0000,I,GREATER EASTWOOD,76X6PMQ8+M4,2022-09-07
4532879,1662508800000,00,121579022,13B,Simple assault,18,18F40,"Residence, Home (Includes Apartment)",6449 OLYMPIA,6400-6499,OLYMPIA,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGV2+GG,2022-09-06
4532887,1663372800000,02,125345022,13B,Simple assault,10,10H40,"Parking Lot, Garage",1049 STUART,1000-1099,STUART,,,77004,TXHPD0000,D,MIDTOWN,76X6PJRF+66,2022-09-16
4532895,1662768000000,14,122077822,13C,Intimidation,20,20G40,"Residence, Home (Includes Apartment)",1949 KIRKWOOD,1900-1999,KIRKWOOD,RD,S,77077,TXHPD0000,G,BRIAR FOREST,76X6PCW7+G4,2022-09-09
4532899,1663113600000,17,124083322,13B,Simple assault,01,01A40,Speciality Store,3249 WESTHEIMER,3200-3299,WESTHEIMER,RD,,77019,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHRG+R2,2022-09-13
4532902,1662508800000,18,121096522,13B,Simple assault,01,01A30,"Residence, Home (Includes Apartment)",2949 WESTHEIMER,2900-2999,WESTHEIMER,RD,,77019,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHRG+RX,2022-09-06
4532931,1663286400000,09,125126622,13C,Intimidation,01,01A40,"Highway, Road, Street, Alley",2449 WESTHEIMER,2400-2499,WESTHEIMER,RD,,77098,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHRM+W6,2022-09-15
