beat,district,area_sq_mi,placename,population,offense_type,nibrs_class,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Burglary, Breaking and Entering",220,309,336,336,135,335,981,327,8.7,8.4,-0.3,2,908.8,988.2,988.2,985.3,961.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Counterfeiting, forgery",250,62,40,52,27,59,154,51.3,-16.1,-4.8,13.5,15,182.4,117.6,152.9,173.5,150.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Credit card, ATM fraud",26B,67,23,27,17,32,117,39,-59.7,-52.2,18.5,-18,197.1,67.6,79.4,94.1,114.7
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Curfew, loitering, vagrancy violations",90B,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,2.9,0,0,0.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Destruction, damage, vandalism",290,423,401,448,177,463,1272,424,5.9,9.5,3.3,9,1244.1,1179.4,1317.6,1361.8,1247.1
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Disorderly conduct,90C,0,27,34,14,35,61,20.3,NA,NA,2.9,72,0,79.4,100,102.9,59.7
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Driving under the influence,90D,0,137,167,45,129,304,101.3,NA,NA,-22.8,27,0,402.9,491.2,379.4,297.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Drug equipment violations,35B,25,24,23,16,33,72,24,-8,32,43.5,38,73.5,70.6,67.6,97.1,70.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Drug, narcotic violations",35A,151,172,170,61,147,493,164.3,12.6,-2.6,-13.5,-11,444.1,505.9,500,432.4,483.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Drunkenness,90E,0,13,4,1,4,17,5.7,NA,NA,0,-30,0,38.2,11.8,11.8,16.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Embezzlement,270,12,4,5,5,7,21,7,-58.3,-41.7,40,0,35.3,11.8,14.7,20.6,20.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Extortion, Blackmail",210,1,4,5,1,4,10,3.3,400,300,-20,21,2.9,11.8,14.7,11.8,9.7
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"False pretenses, swindle",26A,57,41,43,22,45,141,47,-24.6,-21.1,4.7,-4,167.6,120.6,126.5,132.4,138.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Family offenses, no violence",90F,0,10,12,0,4,22,7.3,NA,NA,-66.7,-45,0,29.4,35.3,11.8,21.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Forcible fondling,11D,8,18,8,4,11,34,11.3,0,37.5,37.5,-3,23.5,52.9,23.5,32.4,33.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Forcible rape,11A,5,12,16,7,13,33,11,220,160,-18.8,18,14.7,35.3,47.1,38.2,32.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Forcible sodomy,11B,10,9,8,3,7,27,9,-20,-30,-12.5,-22,29.4,26.5,23.5,20.6,26.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,From coin-operated machine or device,23E,6,6,0,0,0,12,4,-100,-100,NA,-100,17.6,17.6,0,0,11.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Hacking/Computer Invasion,26G,0,1,4,0,2,5,1.7,NA,NA,-50,18,0,2.9,11.8,5.9,5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Human Trafficking/Commercial Sex Act,64A,4,4,0,0,0,8,2.7,-100,-100,NA,-100,11.8,11.8,0,0,7.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Identify theft,26F,39,26,40,23,43,105,35,2.6,10.3,7.5,23,114.7,76.5,117.6,126.5,102.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Impersonation,26C,5,1,1,1,2,7,2.3,-80,-60,100,-13,14.7,2.9,2.9,5.9,6.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Intimidation,13C,227,294,331,129,332,852,284,45.8,46.3,0.3,17,667.6,864.7,973.5,976.5,835.3
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Kidnapping, abduction",100,1,4,5,0,5,10,3.3,400,400,0,52,2.9,11.8,14.7,14.7,9.7
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Kidnapping, Abduction",100,0,0,0,3,3,0,0,NA,NA,NA,NA,0,0,0,8.8,0
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Liquor law violations,90G,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,5.9,0,0,2.1
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Motor vehicle theft,240,360,327,326,151,341,1013,337.7,-9.4,-5.3,4.6,1,1058.8,961.8,958.8,1002.9,993.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Murder, non-negligent",09A,4,2,10,1,7,16,5.3,150,75,-30,32,11.8,5.9,29.4,20.6,15.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Negligent manslaughter,09B,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,5.9,0,0,2.1
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Peeping tom,90H,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,2.9,0,0,0.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Pocket-picking,23A,2,1,2,0,2,5,1.7,0,0,0,18,5.9,2.9,5.9,5.9,5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,"Pornographs, obscene material",370,5,7,4,2,3,16,5.3,-20,-40,-25,-43,14.7,20.6,11.8,8.8,15.6
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Promoting gambling,39B,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,2.9,2.9,0.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Prostitution,40A,9,22,6,0,4,37,12.3,-33.3,-55.6,-33.3,-67,26.5,64.7,17.6,11.8,36.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Purchasing prostitution,40C,1,34,0,0,0,35,11.7,-100,-100,NA,-100,2.9,100,0,0,34.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Purse-snatching,23B,12,5,5,1,5,22,7.3,-58.3,-58.3,0,-32,35.3,14.7,14.7,14.7,21.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Robbery,120,180,193,157,62,158,530,176.7,-12.8,-12.2,0.6,-11,529.4,567.6,461.8,464.7,519.7
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Sexual assault with an object,11C,1,4,1,0,1,6,2,0,0,0,-50,2.9,11.8,2.9,2.9,5.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Shoplifting,23C,115,168,179,179,290,462,154,55.7,152.2,62,88,338.2,494.1,526.5,852.9,452.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Simple assault,13B,514,499,473,219,491,1486,495.3,-8,-4.5,3.8,-1,1511.8,1467.6,1391.2,1444.1,1456.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Statutory rape,36B,3,2,1,0,0,6,2,-66.7,-100,-100,-100,8.8,5.9,2.9,0,5.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Stolen property offenses,280,5,6,8,4,9,19,6.3,60,80,12.5,43,14.7,17.6,23.5,26.5,18.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Theft from building,23D,48,47,38,10,28,133,44.3,-20.8,-41.7,-26.3,-37,141.2,138.2,111.8,82.4,130.3
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Theft from motor vehicle,23F,575,497,418,219,495,1490,496.7,-27.3,-13.9,18.4,-0,1691.2,1461.8,1229.4,1455.9,1460.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Theft of motor vehicle parts or accessory,23G,243,228,426,192,477,897,299,75.3,96.3,12,60,714.7,670.6,1252.9,1402.9,879.4
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Trespass of real property,90J,0,83,107,59,126,190,63.3,NA,NA,17.8,99,0,244.1,314.7,370.6,186.2
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Weapon law violations,520,25,66,73,25,66,164,54.7,192,164,-9.6,21,73.5,194.1,214.7,194.1,160.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Welfare fraud,26D,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,2.9,0,0.9
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Wire fraud,26E,0,1,2,2,4,3,1,NA,NA,100,300,0,2.9,5.9,11.8,2.9
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Aggravated Assault,13A,42,70,60,17,47,172,57.3,42.9,11.9,-21.7,-18,182.6,304.3,260.9,204.3,249.1
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,All other larceny,23H,152,145,138,53,124,435,145,-9.2,-18.4,-10.1,-14,660.9,630.4,600,539.1,630.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,All other offenses,90Z,0,43,63,33,65,106,35.3,NA,NA,3.2,84,0,187,273.9,282.6,153.5
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Animal Cruelty,720,2,2,3,0,3,7,2.3,50,50,0,30,8.7,8.7,13,13,10
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Arson,200,0,4,2,1,3,6,2,NA,NA,50,50,0,17.4,8.7,13,8.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Bad checks,90A,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,8.7,0,0,3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Bribery,510,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.3,0,0,1.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Burglary, Breaking and Entering",220,131,133,140,45,134,404,134.7,6.9,2.3,-4.3,-1,569.6,578.3,608.7,582.6,585.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Counterfeiting, forgery",250,36,21,34,11,37,91,30.3,-5.6,2.8,8.8,22,156.5,91.3,147.8,160.9,131.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Credit card, ATM fraud",26B,44,17,17,10,20,78,26,-61.4,-54.5,17.6,-23,191.3,73.9,73.9,87,113
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Destruction, damage, vandalism",290,92,98,106,48,120,296,98.7,15.2,30.4,13.2,22,400,426.1,460.9,521.7,429.1
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Disorderly conduct,90C,0,8,16,4,16,24,8,NA,NA,0,100,0,34.8,69.6,69.6,34.8
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Driving under the influence,90D,0,75,54,18,49,129,43,NA,NA,-9.3,14,0,326.1,234.8,213,187
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Drug equipment violations,35B,6,7,4,4,8,17,5.7,-33.3,33.3,100,40,26.1,30.4,17.4,34.8,24.8
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Drug, narcotic violations",35A,29,30,31,16,33,90,30,6.9,13.8,6.5,10,126.1,130.4,134.8,143.5,130.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Drunkenness,90E,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,4.3,0,0,1.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Embezzlement,270,3,3,3,0,1,9,3,0,-66.7,-66.7,-67,13,13,13,4.3,13
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Extortion, Blackmail",210,0,1,1,1,2,2,0.7,NA,NA,100,186,0,4.3,4.3,8.7,3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"False pretenses, swindle",26A,27,15,20,12,22,62,20.7,-25.9,-18.5,10,6,117.4,65.2,87,95.7,90
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Family offenses, no violence",90F,0,4,3,0,2,7,2.3,NA,NA,-33.3,-13,0,17.4,13,8.7,10
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Forcible fondling,11D,5,0,2,0,2,7,2.3,-60,-60,0,-13,21.7,0,8.7,8.7,10
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Forcible rape,11A,1,1,3,0,1,5,1.7,200,0,-66.7,-41,4.3,4.3,13,4.3,7.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Forcible sodomy,11B,2,0,1,0,0,3,1,-50,-100,-100,-100,8.7,0,4.3,0,4.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,From coin-operated machine or device,23E,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,4.3,4.3,1.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Hacking/Computer Invasion,26G,4,1,0,0,0,5,1.7,-100,-100,NA,-100,17.4,4.3,0,0,7.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Identify theft,26F,15,38,34,17,35,87,29,126.7,133.3,2.9,21,65.2,165.2,147.8,152.2,126.1
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Intimidation,13C,74,91,104,42,107,269,89.7,40.5,44.6,2.9,19,321.7,395.7,452.2,465.2,390
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Kidnapping, abduction",100,1,0,0,0,0,1,0.3,-100,-100,NA,-100,4.3,0,0,0,1.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Kidnapping, Abduction",100,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,4.3,0
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Motor vehicle theft,240,55,68,55,39,77,178,59.3,0,40,40,30,239.1,295.7,239.1,334.8,257.8
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Murder, non-negligent",09A,0,3,2,3,3,5,1.7,NA,NA,50,76,0,13,8.7,13,7.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Pocket-picking,23A,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,4.3,4.3,0,3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,"Pornographs, obscene material",370,2,4,3,1,2,9,3,50,0,-33.3,-33,8.7,17.4,13,8.7,13
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Prostitution,40A,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,4.3,0,1.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Purse-snatching,23B,1,2,2,0,2,5,1.7,100,100,0,18,4.3,8.7,8.7,8.7,7.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Robbery,120,54,42,37,16,41,133,44.3,-31.5,-24.1,10.8,-7,234.8,182.6,160.9,178.3,192.6
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Sexual assault with an object,11C,0,1,1,0,1,2,0.7,NA,NA,0,43,0,4.3,4.3,4.3,3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Shoplifting,23C,106,101,71,14,60,278,92.7,-33,-43.4,-15.5,-35,460.9,439.1,308.7,260.9,403
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Simple assault,13B,117,113,121,59,135,351,117,3.4,15.4,11.6,15,508.7,491.3,526.1,587,508.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Stolen property offenses,280,1,2,2,0,2,5,1.7,100,100,0,18,4.3,8.7,8.7,8.7,7.4
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Theft from building,23D,27,12,12,5,11,51,17,-55.6,-59.3,-8.3,-35,117.4,52.2,52.2,47.8,73.9
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Theft from motor vehicle,23F,309,191,173,82,191,673,224.3,-44,-38.2,10.4,-15,1343.5,830.4,752.2,830.4,975.2
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Theft of motor vehicle parts or accessory,23G,63,60,87,34,82,210,70,38.1,30.2,-5.7,17,273.9,260.9,378.3,356.5,304.3
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Trespass of real property,90J,0,23,43,7,37,66,22,NA,NA,-14,68,0,100,187,160.9,95.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Weapon law violations,520,9,12,12,5,11,33,11,33.3,22.2,-8.3,0,39.1,52.2,52.2,47.8,47.8
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Wire fraud,26E,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,4.3,4.3,1.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Aggravated Assault,13A,186,223,241,72,220,650,216.7,29.6,18.3,-8.7,2,1430.8,1715.4,1853.8,1692.3,1666.9
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,All other larceny,23H,179,195,179,89,199,553,184.3,0,11.2,11.2,8,1376.9,1500,1376.9,1530.8,1417.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,All other offenses,90Z,0,178,192,68,187,370,123.3,NA,NA,-2.6,52,0,1369.2,1476.9,1438.5,948.5
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Animal Cruelty,720,1,3,5,4,9,9,3,400,800,80,200,7.7,23.1,38.5,69.2,23.1
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Arson,200,6,7,11,4,11,24,8,83.3,83.3,0,38,46.2,53.8,84.6,84.6,61.5
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Burglary, Breaking and Entering",220,183,191,183,38,150,557,185.7,0,-18,-18,-19,1407.7,1469.2,1407.7,1153.8,1428.5
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Counterfeiting, forgery",250,28,28,26,7,24,82,27.3,-7.1,-14.3,-7.7,-12,215.4,215.4,200,184.6,210
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Credit card, ATM fraud",26B,48,14,21,13,24,83,27.7,-56.2,-50,14.3,-13,369.2,107.7,161.5,184.6,213.1
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Curfew, loitering, vagrancy violations",90B,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,7.7,0
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Destruction, damage, vandalism",290,145,193,183,69,180,521,173.7,26.2,24.1,-1.6,4,1115.4,1484.6,1407.7,1384.6,1336.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Disorderly conduct,90C,0,24,19,11,24,43,14.3,NA,NA,26.3,68,0,184.6,146.2,184.6,110
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Driving under the influence,90D,0,77,77,18,49,154,51.3,NA,NA,-36.4,-4,0,592.3,592.3,376.9,394.6
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Drug equipment violations,35B,24,28,23,11,27,75,25,-4.2,12.5,17.4,8,184.6,215.4,176.9,207.7,192.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Drug, narcotic violations",35A,144,143,144,45,129,431,143.7,0,-10.4,-10.4,-10,1107.7,1100,1107.7,992.3,1105.4
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Drunkenness,90E,0,4,3,0,1,7,2.3,NA,NA,-66.7,-57,0,30.8,23.1,7.7,17.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Embezzlement,270,4,3,1,0,1,8,2.7,-75,-75,0,-63,30.8,23.1,7.7,7.7,20.8
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Extortion, Blackmail",210,0,0,3,1,3,3,1,NA,NA,0,200,0,0,23.1,23.1,7.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"False pretenses, swindle",26A,14,11,17,3,14,42,14,21.4,0,-17.6,0,107.7,84.6,130.8,107.7,107.7
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Family offenses, no violence",90F,0,8,9,1,6,17,5.7,NA,NA,-33.3,5,0,61.5,69.2,46.2,43.8
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Forcible fondling,11D,5,3,6,0,2,14,4.7,20,-60,-66.7,-57,38.5,23.1,46.2,15.4,36.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Forcible rape,11A,8,10,6,3,6,24,8,-25,-25,0,-25,61.5,76.9,46.2,46.2,61.5
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Forcible sodomy,11B,7,6,5,0,1,18,6,-28.6,-85.7,-80,-83,53.8,46.2,38.5,7.7,46.2
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,From coin-operated machine or device,23E,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,7.7,7.7,2.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Gambling equipment violations,39C,0,1,1,1,1,2,0.7,NA,NA,0,43,0,7.7,7.7,7.7,5.4
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Hacking/Computer Invasion,26G,1,0,0,1,1,1,0.3,-100,0,NA,233,7.7,0,0,7.7,2.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Human Trafficking/Commercial Sex Act,64A,0,2,0,1,1,2,0.7,NA,NA,NA,43,0,15.4,0,7.7,5.4
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Human Trafficking/Involuntary Servitude,64B,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,7.7,0,2.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Identify theft,26F,16,14,41,9,29,71,23.7,156.2,81.2,-29.3,22,123.1,107.7,315.4,223.1,182.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Impersonation,26C,4,0,0,2,2,4,1.3,-100,-50,NA,54,30.8,0,0,15.4,10
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Intimidation,13C,166,199,232,58,206,597,199,39.8,24.1,-11.2,4,1276.9,1530.8,1784.6,1584.6,1530.8
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Kidnapping, abduction",100,3,4,1,0,1,8,2.7,-66.7,-66.7,0,-63,23.1,30.8,7.7,7.7,20.8
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,"Kidnapping, Abduction",100,0,0,0,5,5,0,0,NA,NA,NA,NA,0,0,0,38.5,0
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Liquor law violations,90G,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,7.7,0,0,2.3
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Motor vehicle theft,240,118,130,149,47,142,397,132.3,26.3,20.3,-4.7,7,907.7,1000,1146.2,1092.3,1017.7
